timestamp,symbol,action,qty,price,charges,reason,bankroll_after
2026-07-08 11:27:36,ARSHIYA.NS,BUY,492,1.0800000429153442,0.2263,"momentum +2.86%, RSI=50.0",133.91
2026-07-08 11:47:48,AJOONI.NS,BUY,28,3.7899999618530273,0.0452,"momentum +1.07%, RSI=52.63",27.75
2026-07-08 12:07:59,AJOONI.NS,SELL,28,3.740000009536743,0.0676,STOP-LOSS (-1.32%),132.4
2026-07-08 12:08:00,GRADIENTE.NS,BUY,29,3.549999952316284,0.0438,"momentum +1.43%, RSI=58.33",29.41
2026-07-08 13:13:37,ARSHIYA.NS,SELL,492,1.0800000429153442,0.3432,RSI OVERBOUGHT (100.0),560.42
2026-07-08 13:18:40,OSIAHYPER.NS,BUY,138,3.240000009536743,0.1904,"momentum +2.86%, RSI=58.62",113.11
2026-07-08 13:43:54,OSIAHYPER.NS,SELL,138,3.190000057220459,0.2843,STOP-LOSS (-1.54%),553.05
2026-07-08 13:48:57,ZENITHSTL.NS,BUY,78,5.670000076293945,0.1884,"momentum +1.98%, RSI=59.46",110.6
2026-07-08 14:19:15,GRADIENTE.NS,SELL,29,3.4800000190734863,0.0652,STOP-LOSS (-1.97%),211.46
2026-07-08 14:19:15,ZENITHSTL.NS,SELL,78,5.570000171661377,0.2806,STOP-LOSS (-1.76%),645.64
2026-07-08 14:24:18,PRAKASHSTL.NS,BUY,124,4.150000095367432,0.2192,"momentum +0.73%, RSI=41.67",130.82
2026-07-08 14:29:21,GAYAHWS.NS,BUY,54,1.909999966621399,0.0439,"momentum +2.14%, RSI=50.0",27.63
2026-07-08 15:19:51,PRAKASHSTL.NS,SELL,124,4.190000057220459,0.3356,FORCE-CLOSE (session end),546.86
2026-07-08 15:19:51,GAYAHWS.NS,SELL,54,1.8799999952316284,0.0656,FORCE-CLOSE (session end),648.31
