timestamp,symbol,action,qty,price,charges,bankroll_after
2026-06-30 09:15:43,DHARAN.NS,BUY,4371,0.1599999964237213,0.2979,174.55
2026-06-30 09:15:43,INVENTURE.NS,BUY,146,0.949999988079071,0.0591,35.79
2026-06-30 09:20:46,DHARAN.NS,SELL,4371,0.15000000596046448,0.4235,691.02
2026-06-30 09:20:46,INVENTURE.NS,SELL,146,0.9399999976158142,0.0886,828.17
2026-06-30 09:20:46,GRADIENTE.NS,BUY,236,2.799999952316284,0.2814,167.09
2026-06-30 09:20:46,SANWARIA.NS,BUY,607,0.2199999988079071,0.0569,33.49
2026-06-30 09:30:52,GRADIENTE.NS,SELL,236,2.759999990463257,0.4207,684.43
2026-06-30 09:30:52,GATECH.NS,BUY,1095,0.5,0.2332,136.7
2026-06-30 09:35:55,SANWARIA.NS,SELL,607,0.20999999344348907,0.0823,264.09
2026-06-30 09:35:55,GRADIENTE.NS,BUY,75,2.7899999618530273,0.0891,54.75
2026-06-30 09:40:58,GATECH.NS,SELL,1095,0.49000000953674316,0.3466,590.95
2026-06-30 09:40:58,GRADIENTE.NS,SELL,75,2.759999990463257,0.1337,797.82
2026-06-30 09:40:58,HAVISHA.NS,BUY,487,1.309999942779541,0.2717,159.58
2026-06-30 09:40:58,MITTAL.NS,BUY,130,0.9800000190734863,0.0543,32.12
2026-06-30 10:01:10,HAVISHA.NS,SELL,487,1.2899999618530273,0.4058,659.95
2026-06-30 10:01:10,MITTAL.NS,SELL,130,1.0,0.084,789.86
2026-06-30 10:01:10,ZENITHSTL.NS,BUY,111,5.670000076293945,0.268,160.22
2026-06-30 10:06:13,INVENTURE.NS,BUY,136,0.9399999976158142,0.0544,32.33
2026-06-30 10:26:26,INVENTURE.NS,SELL,136,0.9300000071525574,0.0817,158.73
2026-06-30 10:26:26,ORCHASP.NS,BUY,62,2.0199999809265137,0.0533,33.43
2026-06-30 10:51:41,ZENITHSTL.NS,SELL,111,5.599999904632568,0.4015,654.63
2026-06-30 10:51:41,ORCHASP.NS,SELL,62,1.9900000095367432,0.0797,777.93
2026-06-30 10:51:41,INVENTURE.NS,BUY,662,0.9399999976158142,0.265,155.39
2026-06-30 10:51:41,GATECHDVR.NS,BUY,276,0.44999998807907104,0.0529,31.13
2026-06-30 11:01:47,GATECHDVR.NS,SELL,276,0.4399999976158142,0.0784,152.5
2026-06-30 11:01:47,ORCHASP.NS,BUY,60,2.0,0.0511,32.45
2026-06-30 11:32:05,INVENTURE.NS,SELL,662,0.9300000071525574,0.3976,647.71
2026-06-30 11:32:05,SANWARIA.NS,BUY,2355,0.2199999988079071,0.2207,129.39
2026-06-30 11:37:08,SANWARIA.NS,SELL,2355,0.20999999344348907,0.3194,623.62
2026-06-30 11:37:08,VCL.NS,BUY,369,1.350000023841858,0.2122,125.26
2026-06-30 13:53:30,VCL.NS,SELL,369,1.3700000047683716,0.3265,630.46
2026-06-30 13:53:30,GATECHDVR.NS,BUY,1146,0.4399999976158142,0.2148,126.0
2026-06-30 14:08:39,ORCHASP.NS,SELL,60,2.0,0.0775,245.93
2026-06-30 14:08:39,AKSHAR.NS,BUY,447,0.4399999976158142,0.0838,49.16
2026-06-30 14:13:42,AKSHAR.NS,SELL,447,0.4300000071525574,0.1241,241.25
2026-06-30 14:13:42,GATECH.NS,BUY,393,0.49000000953674316,0.082,48.6
2026-06-30 14:18:45,GATECHDVR.NS,SELL,1146,0.4300000071525574,0.3183,541.06
2026-06-30 14:18:45,OSIAHYPER.NS,BUY,135,3.200000047683716,0.184,108.87
2026-06-30 14:23:48,GATECH.NS,SELL,393,0.47999998927116394,0.1218,297.39
2026-06-30 14:23:48,TPHQ.NS,BUY,485,0.49000000953674316,0.1012,59.64
2026-06-30 14:59:09,TPHQ.NS,SELL,485,0.47999998927116394,0.1504,292.29
2026-06-30 15:09:16,OSIAHYPER.NS,SELL,135,3.1600000858306885,0.2755,718.62
