timestamp,symbol,action,qty,price,charges,reason,bankroll_after
2026-07-17 12:26:34,ZENITHSTL.NS,BUY,142,5.610000133514404,0.3393,"momentum +1.08%, RSI=58.97",203.04
2026-07-17 12:31:37,VAISHALI.NS,BUY,20,7.889999866485596,0.0672,"momentum +2.07%, RSI=57.97",45.17
2026-07-17 12:36:39,ZENITHSTL.NS,SELL,142,5.53000020980835,0.5072,STOP-LOSS (-1.43%),829.93
2026-07-17 12:36:39,VAISHALI.NS,SELL,20,7.739999771118164,0.1,STOP-LOSS (-1.90%),984.63
2026-07-17 12:36:39,ACCURACY.NS,BUY,161,4.889999866485596,0.3353,"momentum +1.87%, RSI=39.62",197.0
2026-07-17 13:27:05,ACCURACY.NS,SELL,161,4.880000114440918,0.5075,RSI OVERBOUGHT (91.67),982.17
2026-07-17 13:27:05,DANGEE.NS,BUY,249,3.1500000953674316,0.334,"momentum +1.61%, RSI=41.67",197.49
2026-07-17 13:57:20,ZENITHSTL.NS,BUY,28,5.590000152587891,0.0667,"momentum +1.08%, RSI=50.0",40.9
2026-07-17 14:02:23,ZENITHSTL.NS,SELL,28,5.53000020980835,0.1,STOP-LOSS (-1.07%),195.64
2026-07-17 14:42:44,GAYAHWS.NS,BUY,79,1.9600000381469727,0.0659,"momentum +1.55%, RSI=42.86",40.74
2026-07-17 15:18:02,DANGEE.NS,SELL,249,3.1600000858306885,0.5082,FORCE-CLOSE (session end),827.07
2026-07-17 15:18:02,GAYAHWS.NS,SELL,79,1.9500000476837158,0.0995,FORCE-CLOSE (session end),981.02
