timestamp,symbol,action,qty,price,charges,reason,bankroll_after
2026-07-14 10:13:55,HDIL.NS,BUY,256,1.7300000190734863,0.1886,"momentum +1.76%, RSI=63.64",111.52
2026-07-14 10:13:55,DANGEE.NS,BUY,27,3.240000009536743,0.0373,"momentum +0.93%, RSI=60.47",24.0
2026-07-14 10:18:58,DANGEE.NS,SELL,27,3.1600000858306885,0.0551,STOP-LOSS (-2.47%),109.27
2026-07-14 10:34:05,ORIENTALTL.NS,BUY,15,5.539999961853027,0.0354,"momentum +1.47%, RSI=58.54",26.13
2026-07-14 10:44:09,HDIL.NS,SELL,256,1.6799999475479126,0.2778,STOP-LOSS (-2.89%),455.94
2026-07-14 10:44:09,NOIDATOLL.NS,BUY,76,4.789999961853027,0.155,"momentum +1.91%, RSI=55.17",91.74
2026-07-14 10:54:14,NOIDATOLL.NS,SELL,76,4.710000038146973,0.2312,STOP-LOSS (-1.67%),449.47
2026-07-14 10:54:14,HDIL.NS,BUY,206,1.7400000095367432,0.1527,"momentum +3.57%, RSI=56.67",90.88
2026-07-14 11:29:30,ORIENTALTL.NS,SELL,15,5.53000020980835,0.0536,RSI OVERBOUGHT (81.82),173.77
2026-07-14 11:54:42,AJOONI.NS,BUY,37,3.7200000286102295,0.0586,"momentum +1.09%, RSI=50.0",36.07
2026-07-14 13:25:24,AJOONI.NS,SELL,37,3.6600000858306885,0.0875,STOP-LOSS (-1.61%),171.41
2026-07-14 13:25:24,TRU.NS,BUY,26,5.199999809265137,0.0576,"momentum +0.97%, RSI=53.57",36.15
2026-07-14 14:20:50,TRU.NS,SELL,26,5.139999866485596,0.0863,STOP-LOSS (-1.15%),169.7
2026-07-14 14:25:52,NOIDATOLL.NS,BUY,28,4.789999961853027,0.0571,"momentum +1.91%, RSI=50.0",35.53
2026-07-14 15:01:09,NOIDATOLL.NS,SELL,28,4.789999961853027,0.0866,RSI OVERBOUGHT (90.0),169.56
2026-07-14 15:16:16,HDIL.NS,SELL,206,1.7000000476837158,0.2262,FORCE-CLOSE (session end),519.53
