timestamp,symbol,action,qty,price,charges,bankroll_after
2026-07-02 09:18:33,OSIAHYPER.NS,BUY,214,3.259999990463257,0.2971,176.27
2026-07-02 09:18:33,INVENTURE.NS,BUY,146,0.9599999785423279,0.0597,36.05
2026-07-02 09:23:36,INVENTURE.NS,SELL,146,0.949999988079071,0.0896,174.66
2026-07-02 09:23:36,GATECHDVR.NS,BUY,291,0.47999998927116394,0.0595,34.92
2026-07-02 09:33:44,GATECHDVR.NS,SELL,291,0.49000000953674316,0.0921,177.42
2026-07-02 09:33:44,MITTAL.NS,BUY,144,0.9800000190734863,0.0601,36.24
2026-07-02 09:38:47,MITTAL.NS,SELL,144,0.9700000286102295,0.0902,175.83
2026-07-02 09:38:48,GRADIENTE.NS,BUY,48,2.9100000858306885,0.0595,36.09
2026-07-02 10:04:05,GRADIENTE.NS,SELL,48,2.9700000286102295,0.0921,178.56
2026-07-02 10:04:05,TPHQ.NS,BUY,285,0.5,0.0607,36.0
2026-07-02 10:24:18,OSIAHYPER.NS,SELL,214,3.259999990463257,0.4506,733.19
2026-07-02 10:24:18,TPHQ.NS,SELL,285,0.49000000953674316,0.0902,872.75
2026-07-02 10:24:18,MITTAL.NS,BUY,712,0.9800000190734863,0.2972,174.69
2026-07-02 10:24:18,SANWARIA.NS,BUY,665,0.20999999344348907,0.0595,34.98
2026-07-02 10:29:21,MITTAL.NS,SELL,712,0.9700000286102295,0.4461,725.18
2026-07-02 10:29:21,INVENTURE.NS,BUY,604,0.9599999785423279,0.2469,145.09
2026-07-02 10:39:27,SANWARIA.NS,SELL,665,0.20000000298023224,0.0859,278.0
2026-07-02 10:39:27,INVENTURE.NS,SELL,604,0.949999988079071,0.3706,851.43
2026-07-02 10:39:27,TPHQ.NS,BUY,1362,0.5,0.29,170.14
2026-07-02 10:39:27,MITTAL.NS,BUY,138,0.9800000190734863,0.0576,34.84
2026-07-02 10:44:31,TPHQ.NS,SELL,1362,0.49000000953674316,0.4311,701.79
2026-07-02 10:44:31,MITTAL.NS,SELL,138,0.9700000286102295,0.0865,835.57
2026-07-02 10:44:31,SANWARIA.NS,BUY,3183,0.20999999344348907,0.2847,166.85
2026-07-02 10:44:31,FEL.NS,BUY,333,0.4000000059604645,0.0567,33.6
2026-07-02 10:49:35,SANWARIA.NS,SELL,3183,0.20000000298023224,0.4112,669.78
2026-07-02 10:49:35,INVENTURE.NS,BUY,558,0.9599999785423279,0.2281,133.88
2026-07-02 10:54:39,FEL.NS,SELL,333,0.3799999952316284,0.0817,260.33
2026-07-02 10:54:39,TPHQ.NS,BUY,416,0.5,0.0886,52.25
2026-07-02 10:59:42,INVENTURE.NS,SELL,558,0.949999988079071,0.3424,582.0
2026-07-02 10:59:42,GATECH.NS,BUY,912,0.5099999904632568,0.1981,116.69
2026-07-02 11:04:46,TPHQ.NS,SELL,416,0.49000000953674316,0.1317,320.39
2026-07-02 11:04:46,DHARAN.NS,BUY,1601,0.1599999964237213,0.1091,64.12
2026-07-02 11:09:50,GATECH.NS,SELL,912,0.5,0.2945,519.83
2026-07-02 11:09:50,TPHQ.NS,BUY,831,0.5,0.177,104.15
2026-07-02 11:25:00,TPHQ.NS,SELL,831,0.49000000953674316,0.263,511.08
2026-07-02 11:25:00,FEL.NS,BUY,1022,0.4000000059604645,0.1741,102.11
2026-07-02 11:30:03,FEL.NS,SELL,1022,0.38999998569488525,0.2574,500.43
2026-07-02 11:30:03,TPHQ.NS,BUY,800,0.5,0.1704,100.26
2026-07-02 12:10:32,DHARAN.NS,SELL,1601,0.15000000596046448,0.1551,340.25
2026-07-02 12:10:32,GATECH.NS,BUY,544,0.5,0.1158,68.14
2026-07-02 12:20:39,GATECH.NS,SELL,544,0.49000000953674316,0.1722,334.53
2026-07-02 12:20:39,GATECHDVR.NS,BUY,557,0.47999998927116394,0.1139,67.05
2026-07-02 12:30:46,TPHQ.NS,SELL,800,0.49000000953674316,0.2532,458.8
2026-07-02 12:30:46,GATECHDVR.NS,SELL,557,0.4699999988079071,0.1691,720.42
2026-07-02 12:30:46,DHARAN.NS,BUY,3602,0.1599999964237213,0.2454,143.85
2026-07-02 12:30:46,SITINET.NS,BUY,338,0.3400000035762787,0.0489,28.89
2026-07-02 13:26:25,SITINET.NS,SELL,338,0.3400000035762787,0.0742,143.73
2026-07-02 13:26:25,AKSHAR.NS,BUY,249,0.46000000834465027,0.0488,29.14
2026-07-02 13:36:33,DHARAN.NS,SELL,3602,0.1599999964237213,0.3722,605.09
2026-07-02 13:36:33,AKSHAR.NS,SELL,249,0.44999998807907104,0.0724,717.07
2026-07-02 13:36:33,TPHQ.NS,BUY,1147,0.5,0.2442,143.32
2026-07-02 13:36:33,NOIDATOLL.NS,BUY,24,4.650000095367432,0.0475,31.68
2026-07-02 14:01:50,TPHQ.NS,SELL,1147,0.49000000953674316,0.363,593.34
2026-07-02 14:01:50,GATECH.NS,BUY,949,0.5,0.2021,118.64
2026-07-02 14:06:54,GATECH.NS,SELL,949,0.49000000953674316,0.3003,583.35
2026-07-02 14:06:54,DHARAN.NS,BUY,2916,0.1599999964237213,0.1987,116.59
2026-07-02 14:42:18,NOIDATOLL.NS,SELL,24,4.75,0.0736,230.52
2026-07-02 14:42:18,INVENTURE.NS,BUY,194,0.949999988079071,0.0785,46.14
2026-07-02 14:52:26,INVENTURE.NS,SELL,194,0.9399999976158142,0.1178,228.38
2026-07-02 15:07:35,DHARAN.NS,SELL,2916,0.15000000596046448,0.2825,665.5
