timestamp,symbol,action,qty,price,charges,reason,bankroll_after
2026-07-13 11:11:15,COUNCODOS.NS,BUY,72,6.340000152587891,0.1944,"momentum +8.56%, RSI=64.71",115.14
2026-07-13 11:21:24,PRAKASHSTL.NS,BUY,21,4.190000057220459,0.0375,"momentum +1.21%, RSI=55.88",27.11
2026-07-13 11:51:54,COUNCODOS.NS,SELL,72,6.340000152587891,0.2948,RSI OVERBOUGHT (75.58),483.29
2026-07-13 12:02:05,ZENITHSTL.NS,BUY,68,5.679999828338623,0.1645,"momentum +1.43%, RSI=63.89",96.89
2026-07-13 12:12:17,ZENITHSTL.NS,SELL,68,5.610000133514404,0.2464,STOP-LOSS (-1.23%),478.12
2026-07-13 12:32:39,OSIAHYPER.NS,BUY,118,3.2200000286102295,0.1618,"momentum +1.90%, RSI=58.06",98.0
2026-07-13 12:37:45,OSIAHYPER.NS,SELL,118,3.1500000953674316,0.2401,STOP-LOSS (-2.17%),469.46
2026-07-13 12:42:50,TRU.NS,BUY,71,5.239999771118164,0.1584,"momentum +1.16%, RSI=64.71",97.26
2026-07-13 13:38:51,TRU.NS,SELL,71,5.179999828338623,0.2375,STOP-LOSS (-1.15%),464.8
2026-07-13 13:38:51,EDUCOMP.NS,BUY,391,0.949999988079071,0.1582,"momentum +3.26%, RSI=42.86",93.2
2026-07-13 14:14:28,PRAKASHSTL.NS,SELL,21,4.139999866485596,0.0562,STOP-LOSS (-1.19%),180.08
2026-07-13 14:24:36,OSIAHYPER.NS,BUY,45,3.200000047683716,0.0613,"momentum +1.91%, RSI=56.76",36.02
2026-07-13 15:00:11,EDUCOMP.NS,SELL,391,0.9599999785423279,0.2424,RSI OVERBOUGHT (100.0),411.14
2026-07-13 15:15:28,OSIAHYPER.NS,SELL,45,3.190000057220459,0.0927,FORCE-CLOSE (session end),554.59
