timestamp,symbol,action,qty,price,charges,reason,bankroll_after
2026-07-10 10:14:01,VCL.NS,BUY,355,1.3200000524520874,0.1996,"momentum +3.94%, RSI=58.33",117.72
2026-07-10 10:14:01,ACCURACY.NS,BUY,17,5.329999923706055,0.0386,"momentum +0.95%, RSI=54.39",27.07
2026-07-10 10:59:31,ACCURACY.NS,SELL,17,5.139999866485596,0.0564,STOP-LOSS (-3.56%),114.4
2026-07-10 10:59:32,ORIENTALTL.NS,BUY,16,5.650000095367432,0.0385,"momentum +1.44%, RSI=64.86",23.96
2026-07-10 11:04:34,ORIENTALTL.NS,SELL,16,5.559999942779541,0.0575,STOP-LOSS (-1.59%),112.86
2026-07-10 11:09:37,ARSHIYA.NS,BUY,84,1.0700000524520874,0.0383,"momentum +3.88%, RSI=54.55",22.94
2026-07-10 12:40:38,ARSHIYA.NS,SELL,84,1.0700000524520874,0.0581,RSI OVERBOUGHT (100.0),112.76
2026-07-10 12:55:49,NEXTMEDIA.NS,BUY,22,4.039999961853027,0.0379,"momentum +1.00%, RSI=30.77",23.85
2026-07-10 13:46:26,NEXTMEDIA.NS,SELL,22,4.039999961853027,0.0574,RSI OVERBOUGHT (100.0),112.67
2026-07-10 13:56:34,LCCINFOTEC.NS,BUY,19,4.650000095367432,0.0376,"momentum +1.09%, RSI=60.0",24.28
2026-07-10 14:01:37,LCCINFOTEC.NS,SELL,19,4.579999923706055,0.0562,STOP-LOSS (-1.51%),111.24
2026-07-10 14:06:41,DANGEE.NS,BUY,27,3.2200000286102295,0.037,"momentum +1.90%, RSI=57.69",24.27
2026-07-10 14:11:44,VCL.NS,SELL,355,1.340000033378601,0.3072,RSI OVERBOUGHT (100.0),499.66
2026-07-10 14:16:48,DANGEE.NS,SELL,27,3.1600000858306885,0.0551,STOP-LOSS (-1.86%),584.92
2026-07-10 14:32:00,NEXTMEDIA.NS,BUY,115,4.039999961853027,0.1979,"momentum +1.00%, RSI=50.0",120.13
2026-07-10 14:37:03,GAYAHWS.NS,BUY,51,1.850000023841858,0.0402,"momentum +1.65%, RSI=50.0",25.74
2026-07-10 14:42:05,NEXTMEDIA.NS,SELL,115,3.940000057220459,0.2927,STOP-LOSS (-2.48%),478.54
2026-07-10 15:17:31,GAYAHWS.NS,SELL,51,1.8300000429153442,0.0603,FORCE-CLOSE (session end),571.81
