timestamp,symbol,action,qty,price,charges,reason,bankroll_after
2026-07-21 10:04:43,ZENITHSTL.NS,BUY,137,5.480000019073486,0.3197,"momentum +1.48%, RSI=53.66",190.77
2026-07-21 10:09:45,ZENITHSTL.NS,SELL,137,5.420000076293945,0.4796,STOP-LOSS (-1.09%),932.83
2026-07-21 10:29:54,ZENITHSTL.NS,BUY,136,5.46999979019165,0.3168,"momentum +0.92%, RSI=43.18",188.59
2026-07-21 10:34:57,ROLLT.NS,BUY,72,2.069999933242798,0.0635,"momentum +1.97%, RSI=41.3",39.49
2026-07-21 10:55:06,ZENITHSTL.NS,SELL,136,5.409999847412109,0.4752,STOP-LOSS (-1.10%),774.78
2026-07-21 11:00:09,NOIDATOLL.NS,BUY,136,4.53000020980835,0.2624,"momentum +0.67%, RSI=33.33",158.43
2026-07-21 12:00:38,NOIDATOLL.NS,SELL,136,4.539999961853027,0.3988,RSI OVERBOUGHT (83.33),775.47
2026-07-21 12:00:38,PRAKASHSTL.NS,BUY,152,4.070000171661377,0.2635,"momentum +0.74%, RSI=42.86",156.57
2026-07-21 12:35:55,ROLLT.NS,SELL,72,2.009999990463257,0.0935,STOP-LOSS (-2.90%),301.2
2026-07-21 13:06:09,NOIDATOLL.NS,BUY,53,4.480000019073486,0.1011,"momentum +1.13%, RSI=42.86",63.66
2026-07-21 13:36:24,NOIDATOLL.NS,SELL,53,4.480000019073486,0.1534,RSI OVERBOUGHT (87.5),300.94
2026-07-21 14:21:47,GAYAHWS.NS,BUY,120,1.9900000095367432,0.1017,"momentum +2.05%, RSI=62.5",62.04
2026-07-21 15:02:07,GAYAHWS.NS,SELL,120,1.9299999475479126,0.1496,STOP-LOSS (-3.02%),293.49
2026-07-21 15:17:15,PRAKASHSTL.NS,SELL,152,4.03000020980835,0.3956,FORCE-CLOSE (session end),905.66
