timestamp,symbol,action,qty,price,charges,bankroll_after
2026-06-18 11:09:35,DHARAN.NS,BUY,4352,0.17000000178813934,0.3151,184.79
2026-06-18 11:09:35,GATECH.NS,BUY,284,0.5199999809265137,0.0629,37.05
2026-06-18 11:19:41,GATECH.NS,SELL,284,0.5099999904632568,0.0936,181.8
2026-06-18 11:19:41,SUNDARAM.NS,BUY,106,1.3600000143051147,0.0614,37.58
2026-06-18 11:29:48,DHARAN.NS,SELL,4352,0.1599999964237213,0.4497,733.45
2026-06-18 11:29:48,TPHQ.NS,BUY,1173,0.5,0.2498,146.7
2026-06-18 11:44:57,TPHQ.NS,SELL,1173,0.49000000953674316,0.3712,721.1
2026-06-18 11:44:57,AURIGROW.NS,BUY,1648,0.3499999940395355,0.2457,144.05
2026-06-18 11:55:04,AURIGROW.NS,SELL,1648,0.3400000035762787,0.3619,704.01
2026-06-18 11:55:04,INVENTURE.NS,BUY,574,0.9800000190734863,0.2396,141.25
2026-06-18 12:00:07,INVENTURE.NS,SELL,574,0.9700000286102295,0.3596,697.67
2026-06-18 12:00:07,AURIGROW.NS,BUY,1594,0.3499999940395355,0.2376,139.53
2026-06-18 12:15:17,AURIGROW.NS,SELL,1594,0.3400000035762787,0.35,681.14
2026-06-18 12:15:17,ORIENTALTL.NS,BUY,85,6.369999885559082,0.2306,139.46
2026-06-18 15:17:17,SUNDARAM.NS,SELL,106,1.350000023841858,0.0924,282.47
2026-06-18 15:17:17,ORIENTALTL.NS,SELL,85,6.349999904632568,0.3486,821.87
