timestamp,symbol,action,qty,price,charges,bankroll_after
2026-06-24 11:01:44,AURIGROW.NS,BUY,1582,0.33000001311302185,0.2223,130.43
2026-06-24 11:01:44,INVENTURE.NS,BUY,107,0.9700000286102295,0.0442,26.59
2026-06-24 11:06:48,AURIGROW.NS,SELL,1582,0.3199999928474426,0.327,532.51
2026-06-24 11:06:48,INVENTURE.NS,SELL,107,0.9599999785423279,0.0663,635.16
2026-06-24 11:06:48,SUNDARAM.NS,BUY,376,1.350000023841858,0.2162,127.34
2026-06-24 11:06:48,AKSHAR.NS,BUY,226,0.44999998807907104,0.0433,25.6
2026-06-24 11:11:51,AKSHAR.NS,SELL,226,0.4399999976158142,0.0642,124.98
2026-06-24 11:11:51,AURIGROW.NS,BUY,302,0.33000001311302185,0.0424,25.27
2026-06-24 11:37:08,AURIGROW.NS,SELL,302,0.3199999928474426,0.0624,121.85
2026-06-24 11:37:08,SANWARIA.NS,BUY,423,0.23000000417232513,0.0414,24.52
2026-06-24 11:42:11,SANWARIA.NS,SELL,423,0.2199999988079071,0.0601,117.52
2026-06-24 11:42:11,TPHQ.NS,BUY,191,0.49000000953674316,0.0399,23.89
2026-06-24 12:07:28,TPHQ.NS,SELL,191,0.47999998927116394,0.0592,115.51
2026-06-24 12:07:28,AURIGROW.NS,BUY,280,0.33000001311302185,0.0394,23.07
2026-06-24 12:12:32,AURIGROW.NS,SELL,280,0.3199999928474426,0.0579,112.61
2026-06-24 12:12:32,DHARAN.NS,BUY,529,0.17000000178813934,0.0383,22.65
2026-06-24 12:17:35,DHARAN.NS,SELL,529,0.1599999964237213,0.0547,107.23
2026-06-24 12:17:35,AURIGROW.NS,BUY,259,0.33000001311302185,0.0364,21.72
2026-06-24 12:22:38,AURIGROW.NS,SELL,259,0.3199999928474426,0.0535,104.55
2026-06-24 12:22:38,DHARAN.NS,BUY,492,0.17000000178813934,0.0356,20.88
2026-06-24 12:37:48,DHARAN.NS,SELL,492,0.1599999964237213,0.0508,99.54
2026-06-24 12:37:48,AKSHAR.NS,BUY,176,0.44999998807907104,0.0337,20.31
2026-06-24 12:42:52,AKSHAR.NS,SELL,176,0.4399999976158142,0.05,97.7
2026-06-24 12:42:52,DHARAN.NS,BUY,459,0.17000000178813934,0.0332,19.64
2026-06-24 12:52:58,DHARAN.NS,SELL,459,0.1599999964237213,0.0474,93.03
2026-06-24 12:52:58,GAYAHWS.NS,BUY,33,2.200000047683716,0.0309,20.4
2026-06-24 14:39:10,SUNDARAM.NS,SELL,376,1.3600000143051147,0.3303,531.43
2026-06-24 14:39:10,AURIGROW.NS,BUY,1288,0.33000001311302185,0.181,106.21
2026-06-24 14:44:14,AURIGROW.NS,SELL,1288,0.3199999928474426,0.2662,518.1
2026-06-24 14:44:14,INVENTURE.NS,BUY,431,0.9599999785423279,0.1762,104.17
2026-06-24 14:49:18,INVENTURE.NS,SELL,431,0.949999988079071,0.2645,513.35
2026-06-24 15:19:40,GAYAHWS.NS,SELL,33,2.200000047683716,0.0469,585.9
