timestamp,symbol,action,qty,price,charges,reason,bankroll_after
2026-07-06 09:21:40,GANGAFORGE.NS,BUY,208,2.549999952316284,0.2259,"momentum +4.08%, RSI=57.58",134.87
2026-07-06 09:31:48,PARASPETRO.NS,BUY,51,2.0999999046325684,0.0456,"momentum +1.94%, RSI=52.94",27.73
2026-07-06 09:36:53,PARASPETRO.NS,SELL,51,2.0399999618530273,0.0672,STOP-LOSS (-2.86%),131.7
2026-07-06 09:52:06,GANGAFORGE.NS,SELL,208,2.4600000381469727,0.3305,STOP-LOSS (-3.53%),643.05
2026-07-06 09:57:10,BGLOBAL.NS,BUY,160,3.200000047683716,0.2181,"momentum +5.26%, RSI=40.0",130.83
2026-07-06 10:07:18,BGLOBAL.NS,SELL,160,3.0399999618530273,0.3142,STOP-LOSS (-5.00%),616.92
2026-07-06 10:32:39,ROLLT.NS,BUY,198,2.490000009536743,0.21,"momentum +2.47%, RSI=36.84",123.69
2026-07-06 10:32:39,AJOONI.NS,BUY,25,3.8299999237060547,0.0408,"momentum +0.79%, RSI=63.16",27.9
2026-07-06 10:37:43,ROLLT.NS,SELL,198,2.4100000858306885,0.3082,STOP-LOSS (-3.21%),504.77
2026-07-06 10:37:43,AJOONI.NS,SELL,25,3.7699999809265137,0.0609,STOP-LOSS (-1.57%),598.96
2026-07-06 10:47:52,ACCURACY.NS,BUY,87,5.46999979019165,0.2027,"momentum +3.21%, RSI=49.09",122.87
2026-07-06 10:47:53,TRU.NS,BUY,18,5.420000076293945,0.0415,"momentum +0.56%, RSI=53.45",25.26
2026-07-06 11:03:06,ACCURACY.NS,SELL,87,5.400000095367432,0.3034,STOP-LOSS (-1.28%),494.76
2026-07-06 11:03:06,OSIAHYPER.NS,BUY,121,3.25,0.1675,"momentum +1.56%, RSI=52.54",101.34
2026-07-06 11:23:23,OSIAHYPER.NS,SELL,121,3.200000047683716,0.2501,STOP-LOSS (-1.54%),488.29
2026-07-06 11:33:31,OSIAHYPER.NS,BUY,120,3.25,0.1661,"momentum +1.56%, RSI=57.58",98.13
2026-07-06 11:38:35,OSIAHYPER.NS,SELL,120,3.1500000953674316,0.2441,STOP-LOSS (-3.08%),475.88
2026-07-06 11:38:35,ZENITHSTL.NS,BUY,66,5.690000057220459,0.1599,"momentum +0.71%, RSI=60.0",100.18
2026-07-06 12:39:27,ZENITHSTL.NS,SELL,66,5.599999904632568,0.2387,STOP-LOSS (-1.58%),469.54
2026-07-06 12:39:27,DANGEE.NS,BUY,115,3.25,0.1592,"momentum +0.93%, RSI=46.67",95.64
2026-07-06 13:40:17,DANGEE.NS,SELL,115,3.259999990463257,0.2421,RSI OVERBOUGHT (100.0),470.29
2026-07-06 13:55:29,ORIENTALTL.NS,BUY,64,5.820000171661377,0.1586,"momentum +1.04%, RSI=59.38",97.65
